package_id,date,time_of_day,driver_id,warehouse_id,delivery_zone_id,package_type,package_weight,package_width,package_height,package_depth,package_value,promised_delivery_time,actual_delivery_time,delivery_status,customer_rating,weather_condition,traffic_condition,fuel_consumption,vehicle_type,is_return_trip,customer_id,payment_method,promotional_code_used,is_new_customer,package_insurance,has_mobile_notification,delivery_cost,profitability,optimization_factor
6e6153f3,2025-03-05,10:22,D018,W08,Z27,Fragile,,61.7,79.8,89.6,851.1,1.5,16.4,Slightly Delayed,4.5,Clear,Light,1.51,Truck,False,C5178,Invoice,False,False,False,True,,,0.0072997702352010085
d1cda961,2025-02-05,18:47,D019,W03,Z29,Express,10.94,87.3,75.1,26.9,983.55,0.2,3.0,Significantly Delayed,2.0,Windy,Moderate,0.7,Van,False,C5224,PayPal,False,True,False,True,14.77,-18.02,0.32385352444845605
d696c4f5,2025-02-04,17:17,D040,W03,Z23,Heavy,0.85,59.8,87.7,67.8,94.61,50.0,7.0,On Time,2.5,Rainy,Moderate,0.11,Motorcycle,False,C5392,PayPal,False,True,True,False,12.16,-21.98,0.747939495622034
0bfbbb35,2025-03-09,12:05,D039,W04,Z23,Same-day,11.55,45.1,40.7,64.8,255.73,17.0,20.9,Significantly Delayed,2.5,Stormy,Severe,0.11,Motorcycle,False,C7554,Cash,False,False,True,True,15.99,6.18,0.4968138839883872
f55a5f1e,2025-01-05,14:55,D024,W01,Z21,Standard,16.21,26.0,23.2,13.6,807.48,5.0,6.1,Significantly Delayed,,Clear,Moderate,1.32,Van,False,C2941,Invoice,False,False,False,True,22.38,-15.39,0.18076847057132328
b240fc02,2025-03-25,15:39,D035,W07,Z06,Refrigerated,22.22,58.3,32.8,86.3,520.97,20.0,5.4,On Time,2.5,Cloudy,Moderate,0.0,Bicycle,False,C5399,Credit Card,False,False,False,False,27.74,-6.72,0.8410427141072713
8eaa2bc4,2025-03-31,15:39,D019,W07,Z27,Express,18.7,71.0,47.3,71.5,276.45,0.05,3.5,Significantly Delayed,4.0,Clear,Moderate,0.0,Bicycle,False,C6944,Cash,False,False,False,False,22.08,-12.8,0.961184057959651
c90a50b9,2025-03-20,18:02,D043,W01,Z28,Express,11.34,53.5,57.2,20.1,747.97,3.0,4.7,Significantly Delayed,1.5,Cloudy,Light,0.0,Bicycle,False,C2188,Credit Card,False,False,False,True,34.96,-10.1,0.6584900246560071
db64278e,2025-01-05,08:39,D043,W03,Z17,Heavy,24.51,36.7,52.4,20.6,718.1,14.0,14.0,On Time,5.0,Clear,Light,0.54,Van,False,C2359,Cash,False,False,False,True,23.6,-9.52,0.44945530432642167
1ffd947e,2025-03-20,13:07,D030,W03,Z07,Refrigerated,1.17,43.0,67.4,69.8,93.9,9.0,20.16,Significantly Delayed,2.0,Clear,Moderate,2.57550624049924,Truck,False,C6958,Cash,False,True,True,True,23.83,-20.975,0.8210701761442527
470155ca,2025-01-17,11:08,D023,W05,Z23,Standard,9.62,45.9,31.4,42.6,850.05,18.0,18.1,Slightly Delayed,,Cloudy,Moderate,0.57,Truck,False,C7662,PayPal,True,False,False,True,13.49,-16.6,0.8295036309020022
9f43f501,2025-01-05,08:12,D005,W02,Z13,Express,23.79,47.4,90.4,70.9,266.01,12.0,14.2,Slightly Delayed,3.5,Rainy,Moderate,0.0,Bicycle,False,C6065,Credit Card,False,False,False,True,26.48,-7.88,0.6888262932334607
fc2d1166,2025-03-03,10:29,D008,W05,Z 15,Express,4.15,82.7,21.8,82.2,741.51,0.3333333333333333,21.1,Significantly Delayed,3.0,Clear,Moderate,0.16,Motorcycle,False,C8806,Credit Card,False,False,True,True,22.23,22.38,0.5391548775204983
bcb1e39b,2025-01-07,13:23,D021,W05,Z19,Express,20.41,37.6,36.2,36.1,368.01,30.0,3.7,On Time,2.0,Clear,Moderate,0.0,Bicycle,False,C8959,Cash,False,False,False,True,22.56,-11.58,0.8930571279756269
7e44533c,2025-01-03,12:21,D029,W04,Z12,Refrigerated,14.36,10.1,62.8,81.5,271.61,9.0,14.4,Significantly Delayed,3.0,Clear,Severe,0.0,Bicycle,False,C3590,Credit Card,False,True,False,True,38.15,7.46,0.48061059475140044
22a21e67,2025-03-15,15:23,D037,W07,Z24,Fragile,5.45,79.4,41.2,91.5,904.82,5.0,11.0,Significantly Delayed,3.0,Foggy,Heavy,3.39,Van,False,C4357,Credit Card,True,False,False,True,29.68,-11.78,0.21094583532045785
f442d606,2025-01-31,08:19,D001,W07,Z29,Heavy,22.61,95.0,64.5,82.6,970.11,21.0,23.3,Slightly Delayed,4.0,Cloudy,Moderate,1.58,Truck,False,C5595,Invoice,False,False,True,False,14.71,28.17,0.48115089802493893
79c10586,2025-03-27,15:33,D010,W08,Z 15,Refrigerated,27.12,19.4,76.3,56.8,187.78,1.0,4.2,Significantly Delayed,1.5,Stormy,Moderate,0.18596257700616048,Motorcycle,False,C6905,Credit Card,False,False,False,True,28.14,-10.58,0.5124971246754819
82f74a74,2025-03-18,11:11,D042,W03,Z 05,Standard,2.46,82.1,84.3,90.6,252.83,150.0,10.709999999999999,On Time,3.5,Clear,Light,0.12,Motorcycle,False,C3870,Credit Card,False,True,False,True,6.82,-34.185,0.2501507409724364
56128a48,2025-02-12,15:19,D011,W07,Z08,Fragile,18.16,87.1,36.9,20.8,373.73,1.2,14.3,Slightly Delayed,4.0,Cloudy,Moderate,1.51,Van,False,C7701,PayPal,False,False,False,True,21.48,-25.13,0.7617639391576341
45482373,2025-02-18,13:09,D010,W04,Z 05,Heavy,12.59,64.2,39.8,59.8,226.86,20.0,4.2,On Time,2.5,Clear,Heavy,0.3,Van,False,C4986,Cash,False,True,False,True,15.1,-15.26,0.7145505544544198
c324f5b0,2025-01-09,12:51,D033,W06,Z27,Express,9.57,31.0,72.6,15.5,792.77,16.0,17.6,Slightly Delayed,3.5,Clear,Heavy,0.81,Van,False,C9773,PayPal,False,True,True,True,15.08,24.17,0.03958679152890021
3975f996,2025-02-22,15:41,D008,W03,Z11,Heavy,12.64,40.2,81.4,69.0,145.76,5.0,9.1,Significantly Delayed,2.0,Stormy,Moderate,5.59,Truck,False,C5061,Credit Card,False,False,False,True,33.63,-18.69,0.7361421391662741
7f907108,2025-03-26,17:43,D024,W03,Z23,Standard,17.95,16.6,11.2,59.0,97.18,0.5,8.4,Significantly Delayed,2.5,Clear,Severe,0.34,Van,False,C5615,Cash,False,False,True,True,11.02,-20.34,0.7932652947157957
8f008859,2025-01-27,12:33,D041,W04,Z12,Heavy,7.34,73.5,69.2,51.8,565.76,0.38333333333333336,29.0,Significantly Delayed,3.0,Stormy,Moderate,6.19,Truck,False,C6008,PayPal,True,True,False,False,29.68,-24.23,0.4739759351181888
50e81a0c,2025-03-11,19:00,D049,W08,Z 20,Fragile,5.51,34.7,67.4,21.5,783.42,130.0,16.5,On Time,2.5,Cloudy,Moderate,0.0,Bicycle,True,C5842,Cash,False,False,False,True,31.63,-18.12,0.3643560646263515
47050059,2025-01-28,10:25,D002,W01,Z19,Refrigerated,10.91,28.2,77.4,66.5,100.72,110.0,12.3,On Time,4.0,Clear,Moderate,0.0,Bicycle,False,C8986,PayPal,False,False,False,True,15.12,-12.93,0.9569845995650149
b0d6fcf3,2025-02-01,10:09,D023,W06,Z09,Heavy,9.94,93.0,54.0,33.0,840.82,18.0,20.4,Slightly Delayed,4.0,Clear,Moderate,0.67,Van,False,C4054,Credit Card,True,False,False,False,20.08,-23.72,0.46531690804709724
35d11a96,2025-03-05,17:34,D005,W01,Z18,Express,17.58,31.5,13.5,20.1,941.57,1.7,18.9,Slightly Delayed,4.0,Clear,Light,5.48,Truck,False,C3224,PayPal,False,True,True,True,32.59,32.8,0.9924792825942054
30bbc0c4,2025-03-02,18:44,D024,W02,Z 01,Standard,0.76,15.6,77.2,13.4,714.69,13.0,14.2,Slightly Delayed,4.5,Clear,Moderate,1.18,Van,True,C3421,Credit Card,False,False,True,True,15.34,16.88,0.238177462340451
2126bea0,2025-02-01,13:00,D010,W01,Z04,Standard,2.36,26.3,40.5,94.7,995.51,8.0,12.3,Significantly Delayed,2.5,Clear,Heavy,0.0,Bicycle,False,C8777,Credit Card,False,True,True,True,24.18,33.15,0.9562082871868848
4fc28688,2025-02-28,13:20,D044,W04,Z19,Fragile,29.88,63.7,73.8,46.8,649.98,7.0,7.5,Slightly Delayed,4.5,Clear,Moderate,0.0,Bicycle,False,C3404,Cash,True,True,False,True,19.87,-17.59,0.5480242024193481
097dec80,2025-03-26,15:13,D039,W06,Z 10,Fragile,23.88,91.3,65.7,55.7,661.9,1.1,13.6,Significantly Delayed,,Clear,Moderate,2.03,Van,True,C3506,Invoice,False,False,True,False,27.8,17.8,0.604533263817891
a3800a2a,2025-01-23,14:45,D011,W08,Z12,Refrigerated,21.36,99.3,85.2,54.0,976.71,2.0,7.0,Significantly Delayed,2.5,Clear,Heavy,0.0,Bicycle,False,C5350,Invoice,False,False,False,False,36.4,-1.79,0.7752917809871445
ef43a711,2025-01-19,18:23,D009,W05,Z08,Heavy,28.09,48.2,26.7,10.4,900.78,13.0,15.1,Slightly Delayed,4.0,Rainy,Light,0.74,Motorcycle,False,C3298,PayPal,False,False,False,True,16.23,-26.72,0.11364003397850864
b61eb863,2025-02-20,09:14,D024,W08,Z08,Same-day,23.89,73.3,76.1,76.0,205.87,22.0,22.2,Slightly Delayed,3.5,Rainy,Light,1.59,Van,False,C7870,Credit Card,False,False,False,False,32.47,-10.79,0.23260205799606348
37f8a4bd,2025-03-28,16:40,D035,W06,Z28,Express,15.06,77.0,73.9,37.0,795.22,8.0,11.4,Significantly Delayed,2.0,Clear,Heavy,3.1,Van,False,C8599,PayPal,False,True,False,False,36.47,-13.48,0.5742162072901539
7655be4f,2025-02-11,15:23,D032,W07,Z03,Standard,25.39,50.3,66.7,63.0,700.15,210.0,23.1,On Time,4.0,Foggy,Moderate,,Truck,False,C4012,Invoice,False,False,False,True,13.19,,0.14217058602894483
0d2841bb,2025-01-30,09:04,D050,W01,Z26,Refrigerated,20.26,17.7,45.2,71.4,872.95,9.0,13.2,Significantly Delayed,2.5,Stormy,Heavy,0.0,Bicycle,False,C4017,Credit Card,False,False,False,False,25.13,1.1,0.4995585785195841
7f68be05,2025-02-13,10:43,D023,W04,Z12,Fragile,6.46,43.9,51.0,19.6,552.16,9.0,13.9,Significantly Delayed,2.0,Rainy,Moderate,0.0,Bicycle,True,C4149,Credit Card,False,False,False,True,33.33,-15.05,0.2330424318390143
af2ec766,2025-03-21,08:07,D044,W07,Z13,Heavy,22.58,70.6,94.5,38.0,723.51,1.0,5.5,Significantly Delayed,2.5,Cloudy,Heavy,5.56,Truck,False,C3419,Cash,False,False,False,True,24.73,-23.5,0.5710019028773266
711741ae,2025-01-07,17:42,D012,W04,Z28,Same-day,8.29,96.1,59.3,34.8,52.49,120.0,18.4,On Time,2.5,Snowy,Severe,6.24,Truck,False,C7476,Invoice,False,False,False,False,46.58,-12.53,0.03432230883709453
c56c338e,2025-02-15,16:00,D008,W03,Z30,Heavy,0.69,75.4,40.0,53.4,155.73,4.0,8.1,Significantly Delayed,2.5,Clear,Heavy,0.0,Bicycle,False,C5754,Cash,False,False,False,True,16.47,-22.54,0.6122286899667579
c268ec49,2025-02-19,09:38,D046,W01,Z17,Refrigerated,23.63,32.9,19.4,29.0,528.31,0.1,2.2,Significantly Delayed,2.5,Clear,Moderate,0.0,Bicycle,False,C9062,PayPal,False,False,True,True,18.94,14.92,0.986069243758438
0de0375f,2025-03-06,08:08,D032,W07,Z06,Refrigerated,8.19,32.3,18.2,15.2,605.33,19.0,22.4,Slightly Delayed,3.5,Cloudy,Moderate,0.0,Bicycle,False,C9136,Invoice,False,True,False,False,35.68,-11.24,0.8822261288173009
57b23aab,2025-01-04,18:35,D016,W03,Z17,Standard,10.04,72.6,91.6,71.7,350.09,8.0,9.7,Significantly Delayed,2.5,Clear,Heavy,0.5,Van,False,C7135,Credit Card,False,False,False,True,13.2,-22.2,0.34003810490834874
d9160f7f,2025-02-22,18:15,D035,W07,Z19,Standard,25.75,13.7,52.6,47.2,162.69,1.0,2.7,Significantly Delayed,2.0,Cloudy,Light,1.25,Van,False,C9382,Invoice,False,True,False,False,16.86,-25.82,0.6588221066115912
71428696,2025-03-11,13:14,D019,W05,Z13,Same-day,14.78,53.6,50.1,38.9,611.01,10.0,1.1,On Time,3.0,Clear,Light,0.0,Bicycle,True,C5162,Credit Card,False,False,True,True,38.56,14.87,0.15929435484269006
0cd6d0a5,2025-03-16,12:37,D012,W04,Z30,Fragile,6.75,18.5,12.0,41.3,159.06,14.0,16.3,Slightly Delayed,4.0,Windy,Light,2.51,Truck,False,C8851,Cash,False,False,False,True,23.95,-20.2,0.7334067120720629
30cf9c31,2025-01-21,10:06,D047,W07,Z21,Fragile,22.26,66.2,61.9,68.7,527.21,120.0,13.5,On Time,4.0,Clear,Light,1.47,Van,False,C9428,Credit Card,False,False,True,True,25.64,6.14,0.8914013086943399
4743813e,2025-01-08,17:46,D019,W01,Z19,Heavy,28.35,98.7,29.9,30.4,266.85,0.4,6.6,Significantly Delayed,2.5,Rainy,Moderate,1.08,Van,False,C3034,Invoice,False,False,False,True,28.16,-14.4,0.23489883478134144
a16e82a9,2025-03-27,10:04,D033,W04,Z24,Heavy,19.52,19.0,69.9,13.4,67.3,9.0,12.8,Significantly Delayed,2.5,Clear,Light,6.77,Truck,False,C3709,Credit Card,False,True,True,True,27.91,-15.77,0.2659743674651611
4d90343b,2025-02-06,19:35,D032,W05,Z17,Standard,21.42,76.7,51.3,72.3,392.76,16.0,17.4,Slightly Delayed,4.0,Cloudy,Moderate,0.57,Van,False,C2681,Invoice,False,True,False,True,13.38,-16.03,0.7225959701770855
52d7409c,2025-03-09,19:32,D026,W03,Z 01,Refrigerated,,74.9,15.5,39.4,511.58,22.0,22.8,Slightly Delayed,4.5,Cloudy,Light,4.081384010720858,Truck,False,C6647,Invoice,False,False,True,True,,,0.6494591487986343
ef73ff9e,2025-01-19,14:29,D022,W01,Z 01,Standard,26.57,12.1,11.0,54.2,63.5,13.0,15.6,Slightly Delayed,4.0,Cloudy,Heavy,0.0,Bicycle,False,C5015,PayPal,False,False,True,False,19.43,-10.43,0.5468160103641581
1f2fe8a4,2025-01-31,12:09,D008,W03,Z28,Same-day,1.46,49.9,73.0,38.5,416.91,23.0,23.8,Slightly Delayed,3.5,Clear,Light,1.04,Motorcycle,False,C7722,Cash,False,False,True,False,35.26,5.81,0.7251872219765623
8b19a5ca,2025-03-29,19:25,D022,W02,Z17,Refrigerated,6.89,82.3,77.6,74.7,242.49,18.0,21.9,Significantly Delayed,2.5,Clear,Severe,0.5718398971917753,Van,False,C7192,Credit Card,False,False,True,True,16.92,5.62,0.3897401016136707
58504bd0,2025-03-02,08:43,D041,W05,Z07,Refrigerated,23.01,64.0,86.5,22.1,996.98,19.0,37.62,Significantly Delayed,2.0,Cloudy,Moderate,4.420663153052245,Truck,True,C6627,Cash,False,False,False,True,23.04,-12.125,0.056107419534730085
f4bbb225,2025-02-02,08:19,D004,W05,Z 05,Refrigerated,7.08,47.6,43.2,91.4,962.48,13.0,13.3,Slightly Delayed,4.5,Clear,Moderate,,Van,False,C2979,Credit Card,False,False,True,True,10.95,,0.6414502876880589
15db2321,2025-03-05,17:14,D012,W01,Z27,Express,9.43,27.9,48.1,47.7,892.57,0.7,7.0,On Time,5.0,Cloudy,Moderate,1.72,Truck,False,C3165,Invoice,False,False,False,True,14.36,-13.1,0.3645839697103005
9b8e9124,2025-01-09,13:32,D046,W04,Z17,Heavy,24.53,87.4,25.0,13.4,996.92,6.0,7.2,Significantly Delayed,2.5,Clear,Moderate,0.55,Van,False,C5494,Invoice,False,False,True,True,19.26,36.36,0.4844112956961182
7c7dda0b,2025-01-15,08:19,D033,W07,Z17,Heavy,5.18,84.2,71.0,42.3,50.53,1.3,17.4,Significantly Delayed,2.5,Snowy,Light,0.49,Van,False,C6452,Invoice,False,False,False,True,22.41,-11.43,0.8043578221327078
a6e149f4,2025-03-06,16:29,D039,W03,Z22,Refrigerated,3.36,19.3,85.0,92.2,726.98,6.0,13.8,Significantly Delayed,3.0,Stormy,Severe,1.2135319825586046,Motorcycle,False,C2742,Invoice,False,True,False,True,39.64,0.6,0.7142917930559199
23f0fbc4,2025-01-12,13:10,D042,W02,Z22,Heavy,19.87,94.8,95.1,72.2,68.47,18.0,14.839999999999998,On Time,4.5,Clear,Moderate,5.06,Truck,False,C2881,PayPal,False,True,True,True,23.06,-30.315,0.176986543386084
8b6890c6,2025-01-05,08:52,D001,W05,Z22,Refrigerated,23.37,74.0,91.6,75.5,350.88,11.0,13.4,Significantly Delayed,3.0,Cloudy,Moderate,1.3517721417713415,Motorcycle,False,C3632,Credit Card,False,True,False,False,27.9,-4.91,0.5825286151169347
55dc9d1b,2025-01-24,11:06,D040,W03,Z 10,Express,20.8,76.8,63.5,37.9,38.93,18.0,20.4,Slightly Delayed,3.5,Clear,Moderate,0.91,Motorcycle,False,C3673,Cash,False,False,False,True,29.01,-7.47,0.04395207001457091
d42dab48,2025-01-20,09:03,D017,W01,Z 01,Fragile,29.51,92.9,71.8,29.0,81.85,0.05,5.6,Significantly Delayed,2.5,Rainy,Moderate,1.66,Van,False,C5984,Invoice,False,False,False,True,25.6,-11.01,0.5502977995619927
6c1e01bd,2025-02-25,18:54,D013,W01,Z14,Refrigerated,28.57,49.5,19.3,36.5,42.15,60.0,8.3,On Time,2.0,Clear,Moderate,0.0,Bicycle,False,C8516,Invoice,False,False,False,True,24.06,-8.05,0.2496858374824139
e82c30f7,2025-01-01,14:39,D005,W02,Z23,Refrigerated,24.35,31.8,28.2,73.5,953.54,0.9,12.5,Significantly Delayed,2.5,Clear,Severe,0.5316509320745659,Van,True,C6219,PayPal,False,False,False,False,22.89,-14.1,0.6106628879151493
6d5e4b65,2025-03-23,13:28,D049,W05,Z03,Same-day,7.65,59.5,66.3,85.6,696.21,8.0,7.9,On Time,5.0,Clear,Moderate,0.41,Motorcycle,False,C4597,Credit Card,False,False,False,True,21.58,-7.38,0.4071390122755264
28dbfcb9,2025-01-03,18:18,D030,W01,Z12,Fragile,2.39,79.0,88.9,42.2,700.23,15.0,18.8,Significantly Delayed,2.5,Clear,Light,3.11,Van,False,C8385,Cash,True,False,True,True,33.74,20.28,0.984190481079469
b2dbbfac,2025-01-14,19:49,D032,W08,Z 15,Express,13.28,16.2,34.2,95.5,251.37,130.0,14.5,On Time,3.5,Cloudy,Heavy,0.0,Bicycle,False,C5821,Credit Card,False,False,False,True,12.53,-7.02,0.048626941985678074
dc85bdd9,2025-01-18,10:44,D007,W05,Z30,Fragile,2.35,48.6,50.2,96.4,673.48,10.0,12.5,Significantly Delayed,2.5,Clear,Moderate,0.54,Motorcycle,False,C8072,Cash,True,False,False,False,19.21,-15.04,0.7490947207213795
9d1cf1c3,2025-02-21,11:26,D012,W05,Z 05,Same-day,9.17,74.3,73.7,50.9,592.18,17.0,16.0,On Time,5.0,Clear,Moderate,0.0,Bicycle,False,C3274,Credit Card,False,False,False,True,18.46,-8.03,0.4788085091567925
c5d8ae38,2025-01-02,18:18,D028,W04,Z09,Refrigerated,9.11,40.4,67.8,29.0,910.23,10.0,11.1,Slightly Delayed,3.5,Cloudy,Moderate,2.1681756040483235,Truck,False,C8911,PayPal,False,True,False,True,26.65,-11.62,0.05499707940483323
9b53c191,2025-03-15,09:21,D012,W03,Z08,Heavy,16.36,10.5,92.3,43.5,898.02,16.0,18.0,Slightly Delayed,4.0,Clear,Light,2.97,Truck,False,C7104,Invoice,False,False,False,True,17.46,-13.29,0.28450288390754797
1a128359,2025-03-20,16:04,D048,W07,Z29,Heavy,19.37,41.1,49.9,32.0,987.12,17.0,21.4,Significantly Delayed,3.0,Rainy,Heavy,0.0,Bicycle,False,C1601,Credit Card,False,False,False,False,19.85,-22.9,0.7660658572369956
a83096fe,2025-03-24,16:08,D009,W08,Z18,Heavy,12.31,28.2,15.6,91.7,26.54,0.21666666666666667,18.0,Significantly Delayed,2.5,Rainy,Heavy,4.75,Truck,False,C8563,Cash,False,False,False,False,22.23,-18.26,0.6524963223458099
01a2f930,2025-01-14,17:01,D044,W08,Z 15,Standard,12.42,41.2,22.0,81.5,761.05,100.0,11.1,On Time,4.0,Clear,Heavy,0.38,Van,False,C7492,PayPal,False,False,False,True,15.02,-22.75,0.7144672139273605
2a8d6a5d,2025-01-11,13:11,D043,W07,Z07,Heavy,11.45,68.7,15.2,83.6,254.4,22.0,42.300000000000004,Significantly Delayed,2.0,Clear,Light,2.94,Truck,False,C6962,Credit Card,False,False,False,True,17.84,-59.525,0.7814530353741128
19685311,2025-01-01,16:02,D039,W05,Z02,Refrigerated,24.29,18.0,80.6,10.2,633.94,0.1,3.8,Significantly Delayed,2.0,Clear,Heavy,0.0,Bicycle,False,C3408,Invoice,False,False,False,False,33.83,-7.71,0.48153277414368334
12d32ac1,2025-02-18,16:17,D048,W04,Z13,Same-day,7.84,18.1,77.1,36.5,,30.0,8.8,On Time,2.5,Stormy,Severe,2.18,Van,False,C1877,Cash,False,False,True,False,44.46,,0.17651360020207651
47a1ad75,2025-03-25,10:09,D005,W08,Z 05,Fragile,12.18,96.9,38.7,41.8,312.54,140.0,16.1,On Time,3.5,Clear,Heavy,0.0,Bicycle,False,C1946,Invoice,False,False,False,False,14.79,-15.67,0.043620839161853886
d098fb23,2025-02-27,16:15,D039,W04,Z14,Heavy,7.62,37.7,62.4,87.8,,14.0,17.8,Significantly Delayed,2.5,Stormy,Light,0.0,Bicycle,False,C6190,PayPal,True,False,True,True,22.64,,0.42036087620213036
afbff9b1,2025-02-16,08:38,D019,W06,Z14,Refrigerated,11.39,96.6,71.2,72.1,,18.0,19.3,Slightly Delayed,4.0,Clear,Light,,Motorcycle,False,C1541,Cash,False,False,False,True,27.39,,0.16379092582887578
84fd2d66,2025-02-05,16:22,D042,W02,Z18,Fragile,13.81,54.7,10.4,30.8,416.39,1.7,13.86,On Time,3.5,Clear,Light,0.0,Bicycle,False,C9797,Invoice,False,False,False,True,22.14,-27.72,0.2739364268363741
7a200cc1,2025-01-01,08:46,D041,W03,Z 01,Fragile,25.92,38.2,17.8,66.9,633.13,1.0,12.9,Significantly Delayed,2.5,Clear,Heavy,1.56,Van,False,C7243,Credit Card,False,True,False,True,23.24,-13.06,0.07555258355044359
6d404a10,2025-03-09,16:39,D046,W02,Z 25,Refrigerated,,11.5,17.5,76.9,25.88,1.0,6.0,Significantly Delayed,2.5,Stormy,Moderate,2.4918349467957435,Van,False,C4536,PayPal,False,False,True,True,,,0.7146926939433542
fb937661,2025-02-22,10:30,D010,W02,Z04,Express,17.53,87.3,52.9,49.9,246.3,2.0,7.3,Significantly Delayed,2.0,Clear,Severe,0.0,Bicycle,False,C1990,Cash,False,True,True,True,30.84,-6.74,0.1912790083089766
f53e49cd,2025-02-09,11:59,D038,W04,Z21,Heavy,22.81,95.4,87.0,47.5,35.93,22.0,26.9,Significantly Delayed,2.5,Clear,Severe,2.93,Truck,False,C4353,PayPal,False,False,False,False,18.73,-19.31,0.680151208831779
427ae00c,2025-03-22,19:49,D004,W01,Z26,Heavy,6.04,78.0,79.2,77.9,806.87,20.0,22.5,Slightly Delayed,3.5,Clear,Moderate,0.0,Bicycle,False,C1941,PayPal,False,False,False,False,16.13,-17.97,0.6746004922621548
24078744,2025-02-24,18:22,D030,W02,Z18,Fragile,3.49,94.7,77.1,92.2,17.35,0.3,22.8,Significantly Delayed,2.0,Foggy,Heavy,0.0,Bicycle,False,C4959,PayPal,False,False,True,True,30.9,-15.52,0.2908032385069742
f0f906ff,2025-03-20,15:54,D026,W03,Z 05,Heavy,29.26,89.5,13.7,22.1,972.18,22.0,29.5,Significantly Delayed,2.5,Snowy,Severe,0.35,Van,False,C6587,PayPal,False,False,False,False,11.5,-21.62,0.051488975165723816
b8f3fa01,2025-01-01,16:09,D015,W04,Z29,Express,7.09,65.5,45.5,89.4,800.15,1.0,11.1,Slightly Delayed,3.5,Clear,Moderate,0.68,Van,False,C1168,Credit Card,False,True,False,True,26.54,-9.75,0.14265618706118222
4ae15e04,2025-03-27,09:26,D009,W04,Z11,Standard,24.41,43.3,76.9,38.3,951.38,21.0,22.7,Slightly Delayed,4.0,Cloudy,Light,5.86,Truck,False,C7761,Invoice,False,False,False,True,19.7,-29.68,0.06549114087035035
e043b181,2025-03-26,14:21,D040,W05,Z 05,Fragile,26.23,12.4,23.9,83.9,295.62,1.3,14.0,Slightly Delayed,4.0,Clear,Moderate,0.16,Motorcycle,False,C8406,Invoice,False,True,False,False,15.36,-18.68,0.7835408624417184
2fba5338,2025-01-25,14:04,D003,W02,Z30,Express,3.31,69.4,75.5,21.0,120.21,21.0,22.2,Slightly Delayed,3.5,Clear,Moderate,2.67,Truck,False,C4340,Cash,False,False,False,False,30.75,-10.67,0.25048865622017635
31640bc5,2025-02-10,10:43,D044,W08,Z 20,Same-day,15.14,87.7,27.1,63.4,507.32,0.05,4.4,Significantly Delayed,2.0,Cloudy,Moderate,2.11,Van,False,C1204,Invoice,False,False,True,False,40.53,14.21,0.5986210365112054
812a65b9,2025-01-07,08:45,D032,W04,Z21,Standard,11.31,80.0,71.3,52.5,583.84,200.0,22.8,On Time,3.5,Clear,Heavy,1.12,Van,False,C4269,Credit Card,False,False,False,False,14.1,-20.06,0.8032315494115503
dc33dd49,2025-03-13,11:07,D022,W04,Z23,Heavy,11.27,74.6,72.3,19.0,486.26,12.0,12.9,Slightly Delayed,4.0,Clear,Light,0.12,Motorcycle,False,C7884,Invoice,False,False,False,True,18.41,-21.01,0.3121546067333023
f091d467,2025-01-09,13:49,D032,W02,Z14,Same-day,14.32,27.4,93.5,36.9,598.17,5.0,5.2,Slightly Delayed,3.5,Clear,Moderate,2.84,Truck,False,C5562,Cash,False,True,False,True,25.0,-14.15,0.7989728356382245
ea878ba1,2025-02-19,17:37,D018,W01,Z 05,Same-day,18.93,65.5,98.2,84.4,,1.2,12.0,On Time,4.5,Clear,Heavy,0.13,Motorcycle,False,C4003,Invoice,False,False,False,True,26.62,,0.4245509389080768
090194c2,2025-01-03,13:39,D049,W04,Z11,Fragile,3.29,54.9,43.4,68.9,156.27,14.0,15.9,Slightly Delayed,3.5,Clear,Moderate,5.03,Truck,False,C4986,Invoice,False,False,False,False,33.8,-15.85,0.7191331310227749
415c759a,2025-01-08,11:50,D018,W02,Z18,Express,18.34,11.8,79.3,27.9,,0.8,9.8,Significantly Delayed,2.0,Clear,Moderate,2.72,Van,False,C2229,PayPal,False,False,False,True,32.29,,0.8595635622921777
946a459d,2025-02-13,17:13,D017,W03,Z 10,Express,0.49,89.6,66.6,73.9,165.85,18.0,20.8,Slightly Delayed,3.5,Windy,Heavy,1.79,Van,False,C5483,Credit Card,False,False,False,False,27.48,-1.18,0.896740004098971
de7cec7b,2025-02-02,10:21,D009,W01,Z13,Refrigerated,24.69,59.1,49.3,83.8,106.73,2.0,4.9,Significantly Delayed,3.0,Clear,Light,0.0,Bicycle,False,C3705,Cash,False,False,False,False,31.82,-6.94,0.651192807554201
c7a3c03e,2025-02-08,13:34,D013,W03,Z04,Refrigerated,19.23,56.9,84.7,86.4,71.36,19.0,23.3,Significantly Delayed,2.5,Rainy,Heavy,3.583462677014161,Van,False,C9372,Invoice,False,False,False,False,26.53,-7.26,0.31000152738994147
6b1c833d,2025-03-08,11:00,D039,W02,Z08,Refrigerated,0.36,15.0,58.2,27.2,920.29,5.0,6.9,Significantly Delayed,,Clear,Light,0.7884981798543884,Motorcycle,False,C9395,Credit Card,False,False,False,True,32.73,-1.75,0.07154669694044324
